Rubrique;Niveau;Matière;Code Matière;Coefficient;Max Score;Sous-matière;Code Sous-matière;Max Score Sous-matière
R2;9ème AF;Sciences Expérimentales;SCIENC29AF;1;90.0;ETAP (Éducation à la technologie et aux activités productives);ETAPEDUCAT;30.0
R2;9ème AF;SVTE/Sciences Physiques;SVTESCI9AF;1;30.0;SVTE/Sciences Physiques;SVTESCIENC;30.0
R3;9ème AF;Autres;AUTRES9AF;1;20.0;Écriture (motricité fine);ECRITUREMO;20.0
R3;9ème AF;Langues étrangères ou culture;LANGUES9AF;1;20.0;Anglais;ANGLAIS;10.0
R3;9ème AF;Langues étrangères ou culture;LANGUES9AF;1;20.0;Espagnol;ESPAGNOL;10.0
R3;9ème AF;Enseignements Artistiques;ENSEIGN9AF;1;60.0;Arts plastiques et Visuels;ARTSPLASTI;10.0
R3;9ème AF;Enseignements Artistiques;ENSEIGN9AF;1;60.0;Écriture/Création Littéraire;ECRITURECR;10.0
R3;9ème AF;Enseignements Artistiques;ENSEIGN9AF;1;60.0;Chant/Solfège;CHANTSOLFE;10.0
R3;9ème AF;Enseignements Artistiques;ENSEIGN9AF;1;60.0;Éducation Musicale/Flûte;EDUCATIONM;10.0
R3;9ème AF;Enseignements Artistiques;ENSEIGN9AF;1;60.0;Éducation physique et sportive (EPS);EDUCATIONP;20.0
R3;9ème AF;Enseignement moral et civique;ENSEIG29AF;1;10.0;Histoire Biblique;HISTOIREBI;10.0
R1;NS2;Mathématiques;MATHEMANS2;1;360.0;Analyse Linéaire;ANALYSELIN;60.0
R1;NS2;Mathématiques;MATHEMANS2;1;360.0;Algèbre;ALGEBRE;60.0
R1;NS2;Mathématiques;MATHEMANS2;1;360.0;Géométrie;GEOMETRIE;60.0
R1;NS2;Mathématiques;MATHEMANS2;1;360.0;Trigonométrie;TRIGONOMET;60.0
R1;NS2;Mathématiques;MATHEMANS2;1;360.0;Statistiques et Probabilités;STATISTIQU;60.0
R1;NS2;Mathématiques;MATHEMANS2;1;360.0;Suites Numériques;SUITESNUME;60.0
R1;NS2;Littérature/Création;LITTERANS2;1;100.0;Littérature/Création;LITTERATUR;100.0
R1;NS2;Communication Française;COMMUNINS2;1;340.0;Communication Orale/Exposés;COMMUNICAT;60.0
R1;NS2;Communication Française;COMMUNINS2;1;340.0;Lecture (compréhension de l'écrit et de l'image);LECTURECOM;60.0
R1;NS2;Communication Française;COMMUNINS2;1;340.0;Orthographe/Vocabulaire;ORTHOGRAPH;60.0
R1;NS2;Communication Française;COMMUNINS2;1;340.0;Grammaire/Conjugaison;GRAMMAIREC;60.0
R1;NS2;Communication Française;COMMUNINS2;1;340.0;Production d'écrits;PRODUCTION;100.0
R1;NS2;Communication Créole;COMMUN2NS2;1;340.0;Communication Orale/Exposés;COMMUNICAT;60.0
R1;NS2;Communication Créole;COMMUN2NS2;1;340.0;Lecture/Vocabulaire;LECTUREVOC;60.0
R1;NS2;Communication Créole;COMMUN2NS2;1;340.0;Orthographe/Copie;ORTHOGRAPH;60.0
R1;NS2;Communication Créole;COMMUN2NS2;1;340.0;Grammaire/Conjugaison;GRAMMAIREC;60.0
R1;NS2;Communication Créole;COMMUN2NS2;1;340.0;Production d'écrits;PRODUCTION;100.0
R2;NS2;TIC;TICNS2;1;30.0;Algorithme et Programmation;ALGORITHME;30.0
R2;NS2;Sciences;SCIENCENS2;1;270.0;Économie;ECONOMIE;30.0
R2;NS2;Sciences;SCIENCENS2;1;270.0;Méthodologie;METHODOLOG;30.0
R2;NS2;Sciences;SCIENCENS2;1;270.0;Biologie;BIOLOGIE;30.0
R2;NS2;Sciences;SCIENCENS2;1;270.0;Chimie;CHIMIE;30.0
R2;NS2;Sciences;SCIENCENS2;1;270.0;Physiques;PHYSIQUES;30.0
R2;NS2;Sciences;SCIENCENS2;1;270.0;Éducation aux médias et à l'information;EDUCATIONA;30.0
R2;NS2;Sciences;SCIENCENS2;1;270.0;Histoire;HISTOIRE;30.0
R2;NS2;Sciences;SCIENCENS2;1;270.0;Géographie;GEOGRAPHIE;30.0
R2;NS2;Sciences;SCIENCENS2;1;270.0;Éducation à la Citoyenneté;EDUCATION2;30.0
R3;NS2;Autres;AUTRESNS2;1;20.0;Écriture (motricité fine);ECRITUREMO;20.0
R3;NS2;Langues étrangères ou culture;LANGUESNS2;1;30.0;Anglais;ANGLAIS;10.0
R3;NS2;Langues étrangères ou culture;LANGUESNS2;1;30.0;Espagnol;ESPAGNOL;10.0
R3;NS2;Langues étrangères ou culture;LANGUESNS2;1;30.0;Latin;LATIN;10.0
R3;NS2;Enseignements Artistiques;ENSEIGNNS2;1;60.0;Écriture/Création Littéraire;ECRITURECR;10.0
R3;NS2;Enseignements Artistiques;ENSEIGNNS2;1;60.0;Arts plastiques et visuels;ARTSPLASTI;10.0
R3;NS2;Enseignements Artistiques;ENSEIGNNS2;1;60.0;Chant/Solfège;CHANTSOLFE;10.0
R3;NS2;Enseignements Artistiques;ENSEIGNNS2;1;60.0;Histoire de l'Art;HISTOIREDE;10.0
R3;NS2;Enseignements Artistiques;ENSEIGNNS2;1;60.0;Éducation physique et sportive (EPS);EDUCATIONP;20.0
R3;NS2;Enseignement moral et civique;ENSEIG2NS2;1;30.0;Histoire Biblique;HISTOIREBI;30.0
R1;NS3;Mathématiques;MATHEMANS3;1;360.0;Suites Numériques;SUITESNUME;60.0
R1;NS3;Mathématiques;MATHEMANS3;1;360.0;Analyse;ANALYSE;60.0
R1;NS3;Mathématiques;MATHEMANS3;1;360.0;Analyse Linéaire;ANALYSELIN;60.0
R1;NS3;Mathématiques;MATHEMANS3;1;360.0;Analyse Combinatoire;ANALYSECOM;60.0
R1;NS3;Mathématiques;MATHEMANS3;1;360.0;Géométrie Analytique;GEOMETRIEA;60.0
R1;NS3;Mathématiques;MATHEMANS3;1;360.0;Statistiques;STATISTIQU;60.0
R1;NS3;Mathématiques;MATHEMANS3;1;360.0;Trigonométrie;TRIGONOMET;60.0
R1;NS3;Mathématiques;MATHEMANS3;1;360.0;Probabilités;PROBABILIT;60.0
R1;NS3;Communication Française;COMMUNINS3;1;360.0;Communication Orale/Exposés;COMMUNICAT;60.0
R1;NS3;Communication Française;COMMUNINS3;1;360.0;Littérature;LITTERATUR;60.0
R1;NS3;Communication Française;COMMUNINS3;1;360.0;Outils de la langue;OUTILSDELA;60.0
R1;NS3;Communication Française;COMMUNINS3;1;360.0;Dissertation;DISSERTATI;100.0
R1;NS3;Communication Française;COMMUNINS3;1;360.0;Communication Française;COMMUNICA2;60.0
R1;NS3;Communication Créole;COMMUN2NS3;1;360.0;Communication Orale/Exposés;COMMUNICAT;60.0
R1;NS3;Communication Créole;COMMUN2NS3;1;360.0;Littérature;LITTERATUR;60.0
R1;NS3;Communication Créole;COMMUN2NS3;1;360.0;Outils de la langue;OUTILSDELA;60.0
R1;NS3;Communication Créole;COMMUN2NS3;1;360.0;Dissertation;DISSERTATI;100.0
R2;NS3;TIC;TICNS3;1;30.0;Algorithme/Programmation;ALGORITHME;30.0
R2;NS3;Sciences;SCIENCENS3;1;240.0;Sciences Sociales;SCIENCESSO;30.0
R2;NS3;Sciences;SCIENCENS3;1;240.0;Chimie;CHIMIE;30.0
R2;NS3;Sciences;SCIENCENS3;1;240.0;Histoire;HISTOIRE;30.0
R2;NS3;Sciences;SCIENCENS3;1;240.0;Géographie;GEOGRAPHIE;30.0
R2;NS3;Sciences;SCIENCENS3;1;240.0;Sciences de la Vie et de la Terre;SCIENCESDE;30.0
R2;NS3;Sciences;SCIENCENS3;1;240.0;Éducation à la Citoyenneté;EDUCATIONA;30.0
R2;NS3;Sciences;SCIENCENS3;1;240.0;Physiques;PHYSIQUES;30.0
R2;NS3;Sciences;SCIENCENS3;1;240.0;Optique;OPTIQUE;30.0
R2;NS3;Économie;ECONOMINS3;1;30.0;Économie;ECONOMIE;30.0
R2;NS3;Méthodologie;METHODONS3;1;30.0;Méthodologie/Culture Générale;METHODOLOG;30.0
R2;NS3;Éducation aux médias et à l'information;EDUCATINS3;1;30.0;Éducation aux médias et à l'information;EDUCATIONA;30.0
R3;NS3;Autres;AUTRESNS3;1;50.0;Histoire de l'Art;HISTOIREDE;30.0
R3;NS3;Autres;AUTRESNS3;1;50.0;Écriture (motricité fine);ECRITUREMO;20.0
R3;NS3;Langues étrangères ou culture;LANGUESNS3;1;30.0;Anglais;ANGLAIS;10.0
R3;NS3;Langues étrangères ou culture;LANGUESNS3;1;30.0;Espagnol;ESPAGNOL;10.0
R3;NS3;Langues étrangères ou culture;LANGUESNS3;1;30.0;Latin;LATIN;10.0
R3;NS3;Enseignements Artistiques;ENSEIGNNS3;1;40.0;Arts Plastiques et Visuels;ARTSPLASTI;10.0
R3;NS3;Enseignements Artistiques;ENSEIGNNS3;1;40.0;Écriture/Création Littéraire;ECRITURECR;10.0
R3;NS3;Enseignements Artistiques;ENSEIGNNS3;1;40.0;Chant/Solfège;CHANTSOLFE;10.0
R3;NS3;Enseignements Artistiques;ENSEIGNNS3;1;40.0;Éducation Musicale;EDUCATIONM;10.0
R3;NS3;Enseignements Artistiques;ENSEIGNNS3;1;40.0;Éducation Physique et Sportive (EPS);EDUCATIONP;20.0
R3;NS3;Enseignement moral et civique;ENSEIG2NS3;1;30.0;Histoire Biblique;HISTOIREBI;30.0
R1;NS4;Mathématiques;MATHEMANS4;1;360.0;Suites Numériques;SUITESNUME;60.0
R1;NS4;Mathématiques;MATHEMANS4;1;360.0;Analyse;ANALYSE;60.0
R1;NS4;Mathématiques;MATHEMANS4;1;360.0;Algèbre;ALGEBRE;60.0
R1;NS4;Mathématiques;MATHEMANS4;1;360.0;Arithmétique;ARITHMETIQ;60.0
R1;NS4;Mathématiques;MATHEMANS4;1;360.0;Probabilité;PROBABILIT;60.0
R1;NS4;Mathématiques;MATHEMANS4;1;360.0;Statistique;STATISTIQU;60.0
R1;NS4;Mathématiques;MATHEMANS4;1;360.0;Nombres Complexes;NOMBRESCOM;60.0
R1;NS4;Philosophie;PHILOSONS4;1;60.0;Philosophie;PHILOSOPHI;60.0
R1;NS4;Communication Française;COMMUNINS4;1;420.0;Littérature;LITTERATUR;60.0
R1;NS4;Communication Française;COMMUNINS4;1;420.0;Philosophie;PHILOSOPHI;60.0
R1;NS4;Communication Française;COMMUNINS4;1;420.0;Dissertation;DISSERTATI;60.0
R1;NS4;Communication Française;COMMUNINS4;1;420.0;Outils de la langue;OUTILSDELA;60.0
R1;NS4;Communication Française;COMMUNINS4;1;420.0;Littérature (section 2);LITTERATU2;60.0
R1;NS4;Communication Française;COMMUNINS4;1;420.0;Communication orale;COMMUNICAT;60.0
R1;NS4;Communication Française;COMMUNINS4;1;420.0;Communication Française;COMMUNICA2;60.0
R1;NS4;Communication Créole;COMMUN2NS4;1;300.0;Dissertation;DISSERTATI;60.0
R1;NS4;Communication Créole;COMMUN2NS4;1;300.0;Outils de la langue;OUTILSDELA;60.0
R1;NS4;Communication Créole;COMMUN2NS4;1;300.0;Littérature;LITTERATUR;60.0
R1;NS4;Communication Créole;COMMUN2NS4;1;300.0;Communication orale;COMMUNICAT;60.0
R1;NS4;Communication Créole;COMMUN2NS4;1;300.0;Créole;CREOLE;60.0
R2;NS4;TIC;TICNS4;1;30.0;Algorithme/Programmation;ALGORITHME;30.0
R2;NS4;Sciences;SCIENCENS4;1;270.0;Chimie;CHIMIE;30.0
R2;NS4;Sciences;SCIENCENS4;1;270.0;Économie;ECONOMIE;30.0
R2;NS4;Sciences;SCIENCENS4;1;270.0;Éducation à la Citoyenneté;EDUCATIONA;30.0
R2;NS4;Sciences;SCIENCENS4;1;270.0;Géographie;GEOGRAPHIE;30.0
R2;NS4;Sciences;SCIENCENS4;1;270.0;Histoire Nationale;HISTOIRENA;30.0
R2;NS4;Sciences;SCIENCENS4;1;270.0;Méthodologie;METHODOLOG;30.0
R2;NS4;Sciences;SCIENCENS4;1;270.0;Physiques;PHYSIQUES;30.0
R2;NS4;Sciences;SCIENCENS4;1;270.0;Sciences de la Vie et de la Terre (SVT);SCIENCESDE;30.0
R2;NS4;Sciences;SCIENCENS4;1;270.0;Histoire Universelle;HISTOIREUN;30.0
R2;NS4;Physique;PHYSIQUNS4;1;60.0;Physique;PHYSIQUE;60.0
R2;NS4;Économie;ECONOMINS4;1;30.0;Économie;ECONOMIE;30.0
R3;NS4;Autres;AUTRESNS4;1;20.0;Écriture (motricité fine);ECRITUREMO;20.0
R3;NS4;Enseignements Artistiques;ENSEIGNNS4;1;20.0;Éducation physique et sportive (EPS);EDUCATIONP;20.0
R3;NS4;Arts;ARTSNS4;1;20.0;Arts Plastiques et Visuels;ARTSPLASTI;10.0
R3;NS4;Arts;ARTSNS4;1;20.0;Écriture/Création Littéraire;ECRITURECR;10.0
R3;NS4;Langues étrangères;LANGUESNS4;1;20.0;Anglais;ANGLAIS;10.0
R3;NS4;Langues étrangères;LANGUESNS4;1;20.0;Espagnol;ESPAGNOL;10.0
R3;NS4;Langues;LANGUE2NS4;1;20.0;Anglais;ANGLAIS;10.0
R3;NS4;Langues;LANGUE2NS4;1;20.0;Espagnol;ESPAGNOL;10.0
